year,percentile,exp,antdyn,antsmb,greendyn,greensmb,glacier,landwater,antnet,greennet,sum
2007,5,0.007747830357402563,0.002729416126385331,-0.00018738857907010236,0.0016894025029614568,0.0014912912156432867,0.009886452928185463,0.0002794466563500464,0.002601555286673829,0.0032219790271483363,0.024319663889400545
2007,10,0.008736629970371723,0.002749401144683361,-0.0001577381044626236,0.0017016869969666004,0.0015035183168947697,0.01020332332700491,0.00028879407909698784,0.0026430128418724053,0.00324442470446229,0.02562091049621813
2007,30,0.011505596339702606,0.0028308017645031214,-0.00010631662735249847,0.0017332754796370864,0.001536902622319758,0.01085098460316658,0.0003355311928316951,0.002742401135037653,0.003300822037272155,0.029088137270991864
2007,33,0.01182605978101492,0.0028428561869077384,-0.0001010399209917523,0.0017402952071279287,0.0015414771623909473,0.01092148456722498,0.0003425417235121131,0.002756573385286174,0.003307720690499991,0.02951855673949467
2007,50,0.013211064040660858,0.00291229784488678,-7.606841245433316e-05,0.0017701288452371955,0.001567732891999185,0.011307753156870604,0.00038226827746257186,0.002831636473274557,0.0033446088200435042,0.03128627405021689
2007,67,0.014535723254084587,0.0029822924407199025,-5.334218803909607e-05,0.0017964525613933802,0.0015995744615793228,0.011766890995204449,0.0004219948314130306,0.00290754983203442,0.003383157136850059,0.03291255475152866
2007,70,0.014775460585951805,0.002995399944484234,-4.9265647248830646e-05,0.0018034722888842225,0.0016066718380898237,0.011866511777043343,0.00042900542030110955,0.0029216647963039577,0.003390827146358788,0.03324935326745617
2007,90,0.01760701648890972,0.0030842043925076723,-1.9583005268941633e-05,0.0018420804990455508,0.0016821788158267736,0.012778846453875304,0.0004734056710731238,0.0030230686061258893,0.0034707156009972095,0.03646935069991741
2007,95,0.018689656630158424,0.0031117238104343414,-9.80908266683408e-06,0.0018508550710976124,0.0017289366805925965,0.013186596473678945,0.00048508995678275824,0.003058169371797703,0.0035174950724467633,0.03784863332439272
2008,5,0.008809786289930344,0.0029567384626716375,-0.00037360007991082966,0.0019223066046833992,0.0015208865283057094,0.009989279322326183,0.0005511200288310647,0.0027049929194618016,0.0035271180677227676,0.026616155130250264
2008,10,0.00983534287661314,0.0029973755590617657,-0.0003131370758637786,0.0019474038854241371,0.0015460723079741001,0.010526285506784916,0.0005707318778149784,0.002788511075777933,0.0035728064831346273,0.02822620734150405
2008,30,0.01270724181085825,0.003162417095154524,-0.00020850003056693822,0.0020119398832321167,0.0016136295162141323,0.011656438000500202,0.0006687914719805121,0.0029905064147897065,0.0036875532008707524,0.032324369121852214
2008,33,0.01303961779922247,0.003186901572626084,-0.00019831673125736415,0.0020262813195586205,0.0016221862751990557,0.011776070110499859,0.0006835003150627017,0.003019230734935263,0.003701493857661262,0.03280145770462695
2008,50,0.014476108364760876,0.0033285808749496937,-0.00014754774747416377,0.002087231958284974,0.001675595180131495,0.012418901547789574,0.0007668508915230632,0.0031719293037895113,0.003776411642320454,0.03487115509051364
2008,67,0.01585000939667225,0.003473451046738774,-0.00010184753045905381,0.002141011878848076,0.0017397503834217787,0.013145781224593521,0.0008502015843987465,0.0033291474464931525,0.0038547385041601957,0.03680496705841506
2008,70,0.016098659485578537,0.0035010041203349827,-9.347584273200482e-05,0.0021553533151745796,0.0017538052052259445,0.013294204790145158,0.000864910485688597,0.0033588339429115877,0.0038700508535839616,0.03719890025313362
2008,90,0.019035475328564644,0.0036975243128836155,-3.281182216596789e-05,0.0022342305164784193,0.0019061621278524399,0.014723778516054154,0.0009580671321600676,0.003579327036277391,0.004031265224330127,0.04088516818592325
2008,95,0.02015835978090763,0.003768082708120346,-1.2909322322229855e-05,0.002252157311886549,0.001999214291572571,0.015381129458546638,0.0009825819870457053,0.003664510171802249,0.004125312727410346,0.042551113924855596
2009,5,0.009925924241542816,0.003181967418640852,-0.0005756449216278269,0.002153712324798107,0.0015587951056659222,0.010254379361867905,0.0008150199428200722,0.002791649312712252,0.003841180296149105,0.029214699009025936
2009,10,0.011036878451704979,0.0032439231872558594,-0.0004833759739995003,0.002192151267081499,0.0015973133267834783,0.010975790210068226,0.000845813425257802,0.0029193434165790677,0.0039110222132876515,0.03109469817718491
2009,30,0.014147917740046978,0.0034948461689054966,-0.00032333868439309303,0.0022909934632480145,0.0017007326241582632,0.012485547177493572,0.0009997807210311294,0.0032272590906359255,0.004086900665424764,0.03582932110657566
