year,percentile,exp,antdyn,antsmb,greendyn,greensmb,glacier,landwater,antnet,greennet,sum
2007,5,0.00803840346634388,0.002730532782152295,-0.00019164537661708891,0.0016901363851502538,0.0014884062111377716,0.009809032594785095,0.0002794466563500464,0.002600881562102586,0.0032208205200731756,0.024494150351438294
2007,10,0.00900394655764103,0.002750872168689966,-0.0001606561374501325,0.001702548936009407,0.001501323888078332,0.010140316374599934,0.00028879407909698784,0.0026434402461745776,0.00324392132461071,0.02581651372820488
2007,30,0.011707784608006477,0.0028334427624940872,-0.00010707565525081009,0.0017344666412100196,0.0015359563520178198,0.010834051575511695,0.0003355311928316951,0.0027452007416286506,0.0033014778164215386,0.029272809398389655
2007,33,0.012020709924399853,0.0028456713422201573,-0.00010182185360463336,0.0017415594775229692,0.0015403234865516424,0.010907737696543336,0.0003425417235121131,0.0027594000301178314,0.003308492712676525,0.029701532101680642
2007,50,0.013373138383030891,0.0029162338469177485,-7.581615500384942e-05,0.0017717040609568357,0.001567708735819906,0.011309161316603422,0.00038226827746257186,0.0028357511619105935,0.0033460151171311736,0.0314538227430603
2007,67,0.014666641131043434,0.00298776590032503,-5.241474718786776e-05,0.0017983021680265665,0.0016006462974473834,0.011778074316680431,0.0004219948314130306,0.0029134345895727165,0.003385582937626168,0.03306750724725134
2007,70,0.014900739304721355,0.0030012449249625208,-4.811262260773219e-05,0.001805395120754838,0.0016077874461188912,0.011877435259521008,0.00042900542030110955,0.0029278158181114122,0.003393467154819518,0.033401016602147136
2007,90,0.017665695399045944,0.0030943932943046093,-1.7039590602507815e-05,0.0018444056622684002,0.001685899100266397,0.012814879603683948,0.0004734056710731238,0.003033706899259414,0.003475873882416636,0.03658420709471102
2007,95,0.01872287131845951,0.00312490900978446,-6.926881746949275e-06,0.0018532717367634177,0.0017335314769297838,0.01323755457997322,0.00048508995678275824,0.0030717053268745076,0.003523893578676507,0.037954177132633035
2008,5,0.009411504492163658,0.002961205318570137,-0.0003713573096320033,0.001925242249853909,0.0015166203957051039,0.00989010906778276,0.0005511200288310647,0.0027138765988638626,0.0035265108745079488,0.027082726252046996
2008,10,0.010384941473603249,0.003003259189426899,-0.00031120917992666364,0.0019508516415953636,0.001541546534281224,0.010434946976602077,0.0005707318778149784,0.0027983836480416358,0.0035731815733015537,0.02868853168838541
2008,30,0.013110887259244919,0.0031729806214571,-0.0002056582015939057,0.0020167045295238495,0.0016096584731712937,0.011602311674505473,0.0006687914719805121,0.003004676487762481,0.003689144621603191,0.03269170137718902
2008,33,0.013426371850073338,0.003198161961045116,-0.0001951091253431514,0.002031338633969426,0.00161837472114712,0.011724714189767838,0.0006835003150627017,0.0030340651984442956,0.0037033731420524417,0.03315075097190857
2008,50,0.014789857901632786,0.003344325814396143,-0.0001441341155441478,0.0020935330539941788,0.0016719467239454389,0.012377348728477955,0.0007668508915230632,0.0031912210397422314,0.0037792642833665013,0.03516171635783394
2008,67,0.016093937680125237,0.0034953451948240405,-9.827991743804887e-05,0.002148410538211465,0.0017362330749165268,0.013106387108564377,0.0008502015843987465,0.0033539441792527214,0.0038583510322496295,0.03704212242635549
2008,70,0.016329949721693993,0.003524384251795709,-8.986520697362721e-05,0.002163044409826398,0.0017499258974567056,0.013255969528108836,0.000864910485688597,0.0033855779620353132,0.0038738317438401283,0.037422930102911776
2008,90,0.019117513671517372,0.003738280152902007,-2.905346973420802e-05,0.0022435314022004604,0.0019029773538932204,0.014690252486616375,0.0009580671321600676,0.003622281386924442,0.004035602603107691,0.04099382563872496
2008,95,0.02018333226442337,0.003820823971182108,-8.405218977713957e-06,0.0022618239745497704,0.0019962547812610865,0.015359122492372985,0.0009825819870457053,0.0037170939904171973,0.004130265908315778,0.042607052180756
2009,5,0.010290154255926609,0.003192017786204815,-0.0005858021904714406,0.0021603177301585674,0.0015477625420317054,0.010011195205152035,0.0008150199428200722,0.0028005468659102915,0.0038399543846026063,0.029277819439903395
2009,10,0.011371897533535957,0.0032571617048233747,-0.0004908435512334108,0.0021999087184667587,0.001586676575243473,0.010772752575576305,0.000845813425257802,0.0029330099059734493,0.003912837244570255,0.031231266162649263
2009,30,0.014401137828826904,0.003518613986670971,-0.0003239485959056765,0.0023017139174044132,0.001694315462373197,0.012410992756485939,0.0009997807210311294,0.0032550626492593437,0.004094056936446577,0.036050846669240855
2009,33,0.014751723036170006,0.0035574725014157595,-0.0003072011168114841,0.0023243376053869724,0.001707959221675992,0.012581178126856685,0.0010228757746517658,0.0033003796052071266,0.0041160382912494246,0.03657915241637966
2009,50,0.01626691408455372,0.0037842760793864727,-0.0002266397641506046,0.0024204871151596308,0.0017930028261616826,0.013482754118740559,0.0011537481332197785,0.003544527731719427,0.004234537249431014,0.038986539460893255
2009,67,0.01771608740091324,0.004022738137282432,-0.0001542352547403425,0.002505325013771653,0.0018942529568448663,0.01446848176419735,0.0012846202589571476,0.0038014798659423837,0.004358654170064256,0.04127459936629748
2009,70,0.017978359013795853,0.004069418972358107,-0.00014080027176532894,0.0025279484689235687,0.0019161889795213938,0.014670481346547602,0.0013077154289931059,0.0038532421240233816,0.004382761637680232,0.04173201532103121
2009,90,0.02107607200741768,0.004431660752743483,-4.467406542971722e-05,0.0026523773558437824,0.00215870700776577,0.01658243089914322,0.0014539845287799835,0.004248249460943043,0.004638119414448738,0.045984577719355005
2009,95,0.022260475903749466,0.004587744828313589,-1.1976075256825425e-05,0.002680656500160694,0.0023056436330080032,0.01748741725459695,0.001492476207204163,0.004421421261940849,0.004787939076777548,0.04795845033368096
2010,5,0.011235869489610195,0.0034229697193950415,-0.0008270868274848908,0.0023953625932335854,0.001570083317346871,0.009975207131356,0.0010711464565247297,0.002869997697416693,0.004150049644522369,0.03133935666655816
2010,10,0.012390912510454655,0.00351257948204875,-0.0006907949689775705,0.002449719700962305,0.0016254376387223601,0.010959106031805277,0.0011140386341139674,0.003058617818169296,0.004252151737455278,0.03364833247360366
2010,30,0.01562541536986828,0.003870342392474413,-0.00045244290959089994,0.0025894949212670326,0.0017794771119952202,0.01314303260296583,0.0013284990563988686,0.00350751361111179,0.004505101242102683,0.039263873448362574
